gene	deathrate	p.value	q.value	SD	low-confidence interval	upper-confidence interval	tag
RPL22B_p	-1.76E-05	0.962902788	0.40560512	0.000360721	-0.000944897	0.000909629	down
GDA1	-1.71E-05	0.96972192	0.406895487	0.000427683	-0.001116456	0.001082332	up
ARX1	-1.66E-05	0.968875565	0.406895487	0.000405111	-0.001057984	0.001024757	up
UBR1	-1.62E-05	0.9862755	0.41070285	0.000897202	-0.002322551	0.002290111	up
PKH1	-1.60E-05	0.940857175	0.400208982	0.000205593	-0.000544528	0.000512458	down
YBR147W	-1.53E-05	0.950659047	0.402433658	0.000235855	-0.000621624	0.000590942	down
ADY2	-1.46E-05	0.965314096	0.406357073	0.000319328	-0.000835453	0.000806263	down
GCY1	-1.45E-05	0.9372073	0.399319771	0.000175154	-0.000464754	0.000435742	down
KNH1	-1.33E-05	0.975744442	0.408145753	0.000415902	-0.001082401	0.001055821	up
SIW14	-1.32E-05	0.990894935	0.411363658	0.001098488	-0.002836928	0.00281058	down
YDR539W	-1.31E-05	0.951279216	0.402533645	0.000204722	-0.000539403	0.000513106	down
AAD3	-1.29E-05	0.984338898	0.410339227	0.000623786	-0.001616362	0.001590624	up
STE2	-1.28E-05	0.9792483	0.408822155	0.000468557	-0.001217272	0.001191654	up
YNG1	-1.25E-05	0.966315867	0.406495716	0.000280681	-0.000733972	0.000709056	up
YKL023W	-1.24E-05	0.970438198	0.407135388	0.000319063	-0.000832606	0.000807751	up
JIP4_p	-1.23E-05	0.939856974	0.399964729	0.000154704	-0.00040995	0.000385408	down
MCH1	-1.15E-05	0.974571843	0.40801881	0.000344454	-0.000896988	0.000873909	up
DNF2	-1.15E-05	0.969336472	0.406895487	0.000284559	-0.00074298	0.000719986	down
MDJ2	-1.13E-05	0.972878047	0.407673238	0.00031635	-0.000824507	0.000801899	down
MBF1	-1.08E-05	0.967904323	0.406818114	0.000256004	-0.000668906	0.000647253	up
MLH1	-1.05E-05	0.98011297	0.409001283	0.000399435	-0.001037245	0.001016317	down
YLL044W	-1.03E-05	0.96949957	0.406895487	0.000255554	-0.000667193	0.000646653	down
YNL274C	-1.02E-05	0.971036525	0.407325741	0.00026685	-0.000696144	0.000675777	up
ADY2	-9.75E-06	0.97759704	0.408490599	0.000330289	-0.000858783	0.000839287	up
BMH2	-9.06E-06	0.979994182	0.409001283	0.000343602	-0.000892311	0.0008742	up
PDR10	-8.63E-06	0.987987673	0.410826681	0.000545158	-0.00141	0.001392748	down
IMH1	-8.55E-06	0.974538642	0.40801881	0.000254822	-0.000663589	0.000646493	up
NGL3	-7.92E-06	0.975649103	0.408145753	0.000246881	-0.000642547	0.000626707	up
RPP1B	-7.91E-06	0.985121741	0.410544052	0.000403507	-0.001045155	0.001029339	up
YDR119W	-7.71E-06	0.965982685	0.406416253	0.000171929	-0.000449663	0.00043425	up
YHL026C	-7.58E-06	0.961733578	0.40533623	0.000150398	-0.000394196	0.000379027	down
ABP140	-6.94E-06	0.969644257	0.406895487	0.000173546	-0.000453054	0.000439172	up
CLB3	-6.74E-06	0.977084565	0.408463687	0.000223384	-0.000580972	0.000567484	down
CRT10	-6.60E-06	0.912955157	0.392669132	5.74E-05	-0.000154173	0.000140974	down
YCL013W_d	-6.57E-06	0.969295926	0.406895487	0.000162462	-0.000424195	0.00041105	down
HSP42	-5.54E-06	0.983321565	0.409975808	0.00025232	-0.000654153	0.000643066	up
YGR130C	-5.31E-06	0.990376904	0.411273753	0.000418759	-0.001081762	0.001071146	down
YMR306C-A	-4.72E-06	0.968093254	0.406818114	0.00011226	-0.000293292	0.000283853	down
MSB1	-4.66E-06	0.978953774	0.408759779	0.000168089	-0.000436748	0.000427427	down
YKL187C	-4.64E-06	0.991031523	0.411363658	0.000392851	-0.001014496	0.001005214	up
HIS3	-4.27E-06	0.989506496	0.411273753	0.000309066	-0.000798751	0.000790208	down
NYV1	-3.57E-06	0.987159994	0.410785722	0.000211238	-0.000546577	0.000539431	down
DBP3	-3.36E-06	0.990056837	0.411273753	0.000256604	-0.000662981	0.00065626	down
TAX4	-2.78E-06	0.991386961	0.41142324	0.000244689	-0.000631769	0.000626217	down
YFR032C	-2.65E-06	0.989371411	0.411273753	0.000189612	-0.000490068	0.000484759	down
YOR342C	-2.62E-06	0.98587822	0.41070285	0.000140896	-0.000364806	0.000359564	down
KEL3	-2.17E-06	0.990258708	0.411273753	0.000168951	-0.000436469	0.000432134	down
YHR095W	-1.69E-06	0.994071317	0.412018276	0.000215981	-0.000556885	0.000553511	down
TRX3	-1.15E-06	0.997870208	0.413124755	0.000408917	-0.001052302	0.001050008	up
ENB1	-1.01E-06	0.994019858	0.412018276	0.000128808	-0.000332126	0.000330097	up
IRC9	-7.04E-07	0.997914232	0.413124755	0.000256122	-0.000659086	0.000657679	down
SPR1	-6.13E-07	0.996585881	0.412849553	0.000136297	-0.000350976	0.00034975	down
SMY2	4.20E-08	0.999877894	0.413816049	0.000261252	-0.000671529	0.000671613	up
YFL032W	5.34E-07	0.998734201	0.413403453	0.000320237	-0.000822663	0.00082373	up
YDL156W	1.05E-06	0.99593863	0.412731499	0.000195586	-0.000501725	0.000503817	down
YBP1	1.36E-06	0.996663201	0.412849553	0.000309018	-0.000792998	0.000795714	down
CRP1	2.08E-06	0.990787139	0.411363658	0.000171475	-0.000438711	0.000442872	up
GIT1	2.17E-06	0.991467189	0.41142324	0.000192779	-0.000493387	0.00049772	down
CKA1	2.18E-06	0.996632522	0.412849553	0.00049118	-0.001260439	0.001264796	down
MET10	2.56E-06	0.997285533	0.4130466	0.000717213	-0.001841091	0.00184622	up
SHG1	2.64E-06	0.993568279	0.411931006	0.000311379	-0.000797787	0.000803063	up
SCS7	3.36E-06	0.997669177	0.413124755	0.001095279	-0.002812142	0.002818867	up
PES4	4.09E-06	0.991762379	0.411485114	0.000376911	-0.000964791	0.00097297	down
AQY1	4.16E-06	0.982880218	0.409852462	0.000184301	-0.000469605	0.000477918	down
ALR2	4.20E-06	0.992030935	0.411535921	0.000399839	-0.001023621	0.001032015	down
UBC11	4.28E-06	0.989767049	0.411273753	0.000317357	-0.000811514	0.000820069	up
GRE3	4.51E-06	0.986845244	0.410715421	0.0002603	-0.000664613	0.000673634	up
PUT3	4.87E-06	0.986293732	0.41070285	0.000269762	-0.000688574	0.000698315	up
BSC4	4.90E-06	0.990296023	0.411273753	0.000383587	-0.000981138	0.000990944	down
BSC5	5.20E-06	0.986377621	0.41070285	0.000290027	-0.000740334	0.000750743	up
TPO5	5.30E-06	0.992894269	0.41177278	0.000566742	-0.001451552	0.001462161	down
YML081W	5.61E-06	0.993158284	0.411821639	0.000622026	-0.001593363	0.001604574	up
RPL1A	5.62E-06	0.987805495	0.410811573	0.000349893	-0.000893808	0.000905049	up
YLR296W	5.85E-06	0.9903066	0.411273753	0.0004579	-0.001171224	0.001182917	up
YNK1	6.42E-06	0.980725185	0.409196139	0.000252976	-0.000643872	0.000656719	up
HIS7	6.77E-06	0.965409235	0.406357073	0.000148534	-0.000375048	0.000388588	up
YJR020W	7.04E-06	0.978490126	0.408626757	0.000248585	-0.000631964	0.000646052	up
TDP1	7.57E-06	0.973870412	0.40790703	0.000219945	-0.000557815	0.000572958	down
RHB1	7.76E-06	0.977458306	0.408490599	0.000261345	-0.000664049	0.000679571	up
AXL2	7.92E-06	0.972702911	0.407673238	0.0002201	-0.00055787	0.000573701	down
YCR099C	7.99E-06	0.975052874	0.408098887	0.000243248	-0.000617294	0.000633283	down
FPR3	8.41E-06	0.968322622	0.406830472	0.000201421	-0.000509362	0.000526176	up
PPM2	8.42E-06	0.959961991	0.4047901	0.000159589	-0.000401815	0.000418657	down
NGR1	8.54E-06	0.982446705	0.409754581	0.000369328	-0.000940849	0.000957929	down
DTD1	8.94E-06	0.981513641	0.409464461	0.000367264	-0.00093514	0.000953027	up
YDR179W-A	8.98E-06	0.986315181	0.41070285	0.00049819	-0.001271659	0.00128962	up
YPL080C	9.08E-06	0.931108103	0.398106092	9.99E-05	-0.00024771	0.000265869	down
NCS6	9.31E-06	0.982500018	0.409754581	0.000403746	-0.001028554	0.001047169	up
TGL5	1.01E-05	0.936239734	0.399313343	0.000120389	-0.000299345	0.000319594	down
YIR044C	1.09E-05	0.972296525	0.407611473	0.000297597	-0.000754134	0.000775859	up
YGR016W	1.09E-05	0.971801214	0.40746447	0.000292786	-0.000741753	0.000763508	down
CUE4	1.10E-05	0.959573312	0.404747387	0.000206589	-0.000520046	0.00054206	down
YGR045C	1.11E-05	0.947670108	0.401651277	0.000160853	-0.000402388	0.000424583	up
BNA3	1.12E-05	0.959569557	0.404747387	0.000210517	-0.000529935	0.000552369	up
IZH1	1.13E-05	0.95457691	0.40348579	0.000188463	-0.000473176	0.000495744	down
CPR8	1.13E-05	0.968411525	0.406830472	0.000271521	-0.000686667	0.000709269	up
UPS1	1.13E-05	0.97803137	0.408495739	0.000391776	-0.000995754	0.001018431	up
RPL2A	1.14E-05	0.971628677	0.407452778	0.000306017	-0.000775202	0.000798079	down
PHB1	1.15E-05	0.959017439	0.40472359	0.000212365	-0.000534431	0.000557371	up
YJR039W	1.17E-05	0.936920192	0.399313343	0.00014028	-0.000348929	0.000372272	up
YDR391C	1.25E-05	0.934264179	0.39885009	0.000144317	-0.000358463	0.000383492	down
ALD3	1.29E-05	0.962105231	0.40533623	0.000258489	-0.000651559	0.000677376	down
SDT1	1.29E-05	0.979772646	0.408980446	0.00048574	-0.001235692	0.001261578	up
FIT3	1.30E-05	0.973516525	0.407825142	0.000372336	-0.000944129	0.000970112	up
PHD1	1.32E-05	0.93227022	0.398361098	0.000147969	-0.000367144	0.000393587	down
YKL075C	1.34E-05	0.945651149	0.401339074	0.000187142	-0.000467655	0.000494475	down
KTR7	1.44E-05	0.949099933	0.401973186	0.00021459	-0.000537221	0.00056602	down
YNR061C	1.46E-05	0.962076039	0.40533623	0.000291924	-0.000735826	0.000765005	down
MAL33	1.49E-05	0.889990308	0.386569517	0.000102125	-0.00024766	0.000277381	down
PLP1	1.50E-05	0.969232977	0.406895487	0.000371155	-0.000939038	0.00096913	up
GYP8	1.52E-05	0.964998856	0.406305769	0.000329043	-0.000830657	0.000861009	up
YMR119W-A	1.55E-05	0.949285873	0.401973186	0.00023192	-0.000580663	0.000611674	up
MSH4	1.59E-05	0.95679269	0.404162212	0.000278445	-0.000699909	0.000731623	down
YBR259W	1.63E-05	0.967764116	0.406818114	0.000383932	-0.000970622	0.001003237	down
HGH1	1.65E-05	0.968844545	0.406895487	0.000401145	-0.00101471	0.001047644	up
JHD1	1.69E-05	0.928863454	0.39739113	0.00017967	-0.000444992	0.000478721	down
YNR014W	1.74E-05	0.938437605	0.399636243	0.000214658	-0.000534367	0.000569225	down
YHR032W	1.76E-05	0.990087777	0.411273753	0.001347527	-0.003446335	0.003481523	up
SAM4	1.78E-05	0.92224054	0.395394976	0.000173525	-0.00042825	0.00046387	down
CIT3	1.81E-05	0.826218306	0.370525692	7.81E-05	-0.00018269	0.000218824	down
YPR098C	1.81E-05	0.975727837	0.408145753	0.0005655	-0.001435582	0.001471748	down
HCS1	1.87E-05	0.937040998	0.399313343	0.000225166	-0.000560108	0.000597504	down
MMS1	1.88E-05	0.976416007	0.408244789	0.000604577	-0.00153533	0.001572898	up
UMP1	1.89E-05	0.974981958	0.408098887	0.00057203	-0.001451597	0.001489305	down
YGR149W	1.89E-05	0.948260521	0.401780603	0.000276755	-0.000692543	0.000730299	up
RGD2	1.89E-05	0.962120546	0.40533623	0.000379035	-0.000955419	0.00099326	down
CST9	1.94E-05	0.941215631	0.400261476	0.000249839	-0.000622865	0.0006616	up
CLB1	1.98E-05	0.964369497	0.406107372	0.000421004	-0.001062457	0.001101991	down
YAR029W	1.99E-05	0.968054548	0.406818114	0.000471744	-0.001192801	0.001232514	up
PGM2	2.00E-05	0.971291807	0.40737216	0.000527937	-0.001337136	0.001377074	up
CAF16	2.01E-05	0.949194068	0.401973186	0.000300173	-0.000751513	0.000791724	up
NCA3	2.01E-05	0.941591145	0.400339821	0.000261555	-0.000652203	0.000692495	up
RPL22B	2.04E-05	0.943324883	0.400876148	0.000273033	-0.00068145	0.000722259	down
YPR071W	2.07E-05	0.936972262	0.399313343	0.000249584	-0.000620827	0.000662323	up
YMR099C	2.10E-05	0.848425771	0.376045066	0.000104386	-0.000247325	0.000289342	down
HKR1	2.15E-05	0.911850039	0.392313622	0.000185085	-0.000454228	0.000497324	down
CLB3	2.17E-05	0.952533944	0.402944004	0.000346051	-0.000867901	0.000911205	up
APE2_p	2.17E-05	0.926227091	0.39650064	0.00022292	-0.000551331	0.000594736	up
YEL067C	2.18E-05	0.928295452	0.397265318	0.000230882	-0.000571656	0.000615346	down
DFG16	2.19E-05	0.974230197	0.407997058	0.000644249	-0.001634222	0.001677968	up
YNL319W	2.19E-05	0.975967155	0.408178297	0.000691228	-0.001754974	0.001798744	up
PEX27	2.20E-05	0.96438348	0.406107372	0.000468279	-0.001181771	0.001225726	down
STR2	2.23E-05	0.952585955	0.402944004	0.000357548	-0.000896761	0.000941455	down
YLR241W	2.28E-05	0.934082402	0.39885009	0.000262016	-0.00065075	0.000696317	up
LYS4	2.28E-05	0.879012681	0.383932671	0.000142295	-0.000342988	0.000388572	up
YHR045W	2.32E-05	0.934187224	0.39885009	0.00026704	-0.000663264	0.00070963	down
MNL1	2.39E-05	0.893818497	0.387290553	0.000170042	-0.000413233	0.000460983	down
SPO22	2.41E-05	0.901088141	0.389250929	0.000184341	-0.000449765	0.000497961	up
FMP49	2.41E-05	0.938496147	0.399636243	0.000297154	-0.000739754	0.000787962	down
YGL262W	2.42E-05	0.914056079	0.392962637	0.000212941	-0.000523215	0.000571549	down
AGA2	2.43E-05	0.977729023	0.408490599	0.000828168	-0.002104575	0.002153171	up
YMR073C	2.45E-05	0.973530122	0.407825142	0.000703046	-0.00178272	0.001831755	up
FKS3	2.65E-05	0.944695592	0.401054385	0.000364065	-0.000909311	0.000962408	up
YAL037W	2.67E-05	0.958297478	0.404572738	0.000485154	-0.001220463	0.001273792	up
BDH1	2.70E-05	0.939519905	0.399964729	0.000338359	-0.00084279	0.000896767	up
MDM32	2.76E-05	0.936996623	0.399313343	0.000332089	-0.000826065	0.000881258	down
SCO2	2.84E-05	0.802907585	0.363778477	0.000107852	-0.000248857	0.000305628	down
OSW1	2.85E-05	0.919221102	0.394655392	0.00026716	-0.000658267	0.000715247	up
SSA3	2.86E-05	0.919254515	0.394655392	0.000268602	-0.000661832	0.000719095	up
YDL109C	2.86E-05	0.946591634	0.401374844	0.000406613	-0.001016598	0.001073863	up
HUA2	2.87E-05	0.987671434	0.410811573	0.001766944	-0.004513379	0.004570767	up
DMC1	2.87E-05	0.847393147	0.375774033	0.000141652	-0.00033542	0.000392833	down
TRM11	2.93E-05	0.944295202	0.401005282	0.000399328	-0.000997175	0.001055837	down
DPB3	2.94E-05	0.94126478	0.400261476	0.000379098	-0.000945139	0.001003866	up
SPO71	2.94E-05	0.812436349	0.366504034	0.000117674	-0.000273057	0.000331926	up
YCL075W	2.96E-05	0.881193607	0.384715408	0.000188198	-0.000454181	0.000513373	down
ROX1	2.99E-05	0.959555612	0.404747387	0.000561394	-0.001413185	0.001473032	down
GPX1	3.00E-05	0.918294135	0.394363295	0.000277732	-0.000683974	0.000743892	up
SCM4	3.11E-05	0.906699601	0.390814024	0.000252301	-0.000617462	0.000679661	up
SSP2	3.17E-05	0.820243936	0.369135624	0.000132443	-0.000308739	0.000372172	down
YER163C	3.20E-05	0.786420016	0.358962326	0.000111942	-0.000255753	0.000319761	down
TAT2	3.25E-05	0.851775226	0.376798389	0.000164966	-0.000391604	0.000456516	down
EST2	3.26E-05	0.874709824	0.382824987	0.000196587	-0.000472721	0.000537962	down
YPL034W	3.36E-05	0.94926937	0.401973186	0.000502614	-0.001258397	0.001325626	up
TAH1	3.41E-05	0.886700599	0.385854618	0.000227283	-0.000550179	0.00061832	down
YDR215C	3.42E-05	0.957770051	0.404410683	0.000614055	-0.001544301	0.001612655	up
PPM2	3.42E-05	0.89256054	0.387148612	0.000240817	-0.000584824	0.000653257	up
FAP1	3.45E-05	0.986698179	0.410714899	0.001969441	-0.005028103	0.005097118	down
ISF1	3.50E-05	0.868853363	0.380973613	0.000201459	-0.000482857	0.000552876	up
ARK1	3.51E-05	0.866575386	0.380506426	0.000198373	-0.000474854	0.000545014	up
DDC1	3.56E-05	0.83081107	0.371638663	0.000157984	-0.000370549	0.000441673	down
NSG1	3.56E-05	0.88272035	0.38495455	0.000229468	-0.000554248	0.000625483	down
ITR1	3.74E-05	0.824977479	0.370419736	0.000160584	-0.000375373	0.000450214	down
APD1	3.75E-05	0.908038456	0.391271363	0.000308807	-0.000756298	0.000831328	up
NAP1	3.76E-05	0.919897103	0.39475077	0.000355944	-0.000877346	0.000952623	up
YOL048C	3.77E-05	0.852451542	0.376948983	0.000192719	-0.000457661	0.000533142	up
GAL3	3.78E-05	0.86158086	0.378785745	0.000205775	-0.000491193	0.000566731	down
YOR248W	3.83E-05	0.868986409	0.380973613	0.000220594	-0.000528759	0.000605351	down
SSD1	3.85E-05	0.956284834	0.40402582	0.000668096	-0.001678902	0.00175589	up
RPS28B	3.88E-05	0.955074315	0.403635466	0.000654887	-0.001644662	0.001722221	down
YBL048W	3.92E-05	0.952946271	0.402944004	0.000631212	-0.001583432	0.001661734	down
TPK2	3.93E-05	0.883876924	0.385101822	0.000255645	-0.000617871	0.000696442	up
NUP2	3.93E-05	0.987375912	0.410811573	0.002365911	-0.006042426	0.00612111	up
HIS5	3.97E-05	0.869915267	0.381266002	0.000230582	-0.000552987	0.000632473	down
SFA1	4.00E-05	0.839983684	0.373546867	0.000187947	-0.000443162	0.000523102	down
DAL2	4.04E-05	0.890736737	0.386774447	0.000279294	-0.000677586	0.000758312	up
SLX4	4.11E-05	0.80951255	0.365829536	0.000161838	-0.000374889	0.000457146	up
TPO1	4.17E-05	0.951084962	0.402533645	0.000646114	-0.001619225	0.001702551	down
YNL040W	4.18E-05	0.961633412	0.40533623	0.000827516	-0.002085358	0.002169037	down
BUL2	4.19E-05	0.920314919	0.39480977	0.000398383	-0.00098217	0.001065981	up
YFL054C	4.20E-05	0.887683541	0.385884855	0.000282415	-0.000684007	0.000767936	down
INP1	4.22E-05	0.887367471	0.385884855	0.000283186	-0.000685755	0.000770152	up
ROM1	4.26E-05	0.939650253	0.399964729	0.000535572	-0.001334105	0.001419358	up
YFR006W	4.30E-05	0.882764074	0.38495455	0.000277201	-0.000669558	0.000755579	down
DDP1	4.30E-05	0.930377671	0.397914587	0.000468524	-0.001161342	0.001247417	down
YPT35	4.32E-05	0.827608772	0.370744041	0.000188317	-0.000440875	0.000527294	down
LAC1	4.40E-05	0.857355339	0.378104742	0.000232497	-0.000553658	0.000641648	up
KTR1	4.42E-05	0.891680405	0.386886004	0.000308383	-0.000748546	0.000836903	down
ISU2	4.42E-05	0.899099169	0.388871458	0.000331286	-0.000807412	0.000895782	up
YSP3	4.42E-05	0.837724727	0.373072393	0.000204864	-0.000482424	0.000570814	up
YKL102C	4.44E-05	0.911595028	0.392313622	0.00038032	-0.000933238	0.001022051	down
YPR027C	4.46E-05	0.831440518	0.371684125	0.000199071	-0.000467087	0.000556369	up
YDL023C	4.47E-05	0.919793054	0.39475077	0.000422192	-0.001040577	0.001129981	down
GND2	4.48E-05	0.899679182	0.388871458	0.000338153	-0.000824409	0.000914089	up
RPL16A	4.51E-05	0.835267332	0.372449098	0.000206057	-0.000484548	0.000574824	up
YKL107W	4.59E-05	0.827101015	0.370744041	0.000199567	-0.000467074	0.000558931	down
LAT1	4.60E-05	0.931039207	0.398106092	0.000505444	-0.001253298	0.00134527	up
COS10	4.60E-05	0.878622585	0.383932671	0.000286434	-0.000690273	0.000782332	up
YKL202W	4.65E-05	0.893390064	0.387288733	0.000329973	-0.000801703	0.000894742	up
YAP1	4.67E-05	0.860364631	0.378546457	0.000252105	-0.000601372	0.000694742	up
YBR250W	4.69E-05	0.882992249	0.38495455	0.000302788	-0.000731454	0.000825231	down
ICT1	4.70E-05	0.832885841	0.372063289	0.000211316	-0.000496233	0.000590178	up
RPN13	4.71E-05	0.945039049	0.401139736	0.000649679	-0.001622973	0.001717135	down
CLB5	4.73E-05	0.870064884	0.381266002	0.00027491	-0.000659352	0.000754008	up
RTT101	4.78E-05	0.936629797	0.399313343	0.000571516	-0.00142136	0.0015169	up
GUP2	4.78E-05	0.6768687	0.326621148	0.000108137	-0.000230166	0.000325786	down
ECM3	4.79E-05	0.894125231	0.387290553	0.000342235	-0.00083183	0.000927656	down
YAP1802	4.80E-05	0.903692485	0.390114832	0.000377562	-0.000922506	0.001018605	down
MUM3	4.81E-05	0.667991232	0.323755275	0.000105655	-0.000223492	0.000319699	down
IRC2	4.87E-05	0.870418952	0.381361827	0.000283682	-0.000680524	0.00077793	up
PNT1	4.90E-05	0.976248567	0.408235378	0.001564733	-0.003973312	0.004071234	up
DAN3	4.92E-05	0.867030985	0.380548491	0.000279292	-0.000668724	0.000767161	down
SOL4	4.95E-05	0.915479147	0.393454328	0.000443966	-0.001091704	0.0011908	up
HUA1	4.97E-05	0.960254149	0.404852689	0.000948675	-0.002388956	0.00248834	up
PHB2	5.00E-05	0.904748579	0.390402469	0.000397175	-0.000970982	0.001070957	down
YDL199C	5.03E-05	0.742693526	0.345899682	0.000144907	-0.000322207	0.000422783	down
PYK2	5.04E-05	0.827626531	0.370744041	0.000219759	-0.00051449	0.000615328	down
PGM2	5.04E-05	0.890615349	0.386774447	0.00034855	-0.000845549	0.000946404	down
YBL029W	5.10E-05	0.895863316	0.387631148	0.000370078	-0.000900363	0.00100227	up
MNR2	5.12E-05	0.884213766	0.38512944	0.000334325	-0.000808182	0.000910635	down
YPL033C	5.26E-05	0.905190384	0.390402469	0.000419608	-0.001026071	0.0011312	down
RPS11B	5.30E-05	0.932896227	0.39844726	0.000598731	-0.001486084	0.001592089	up
YSN1	5.33E-05	0.759594066	0.350725462	0.000164779	-0.000370315	0.000476841	up
CTS2	5.34E-05	0.86844917	0.38091354	0.000306139	-0.000733587	0.000840322	down
NCA3	5.34E-05	0.801911796	0.363444228	0.000202013	-0.000465847	0.000572734	down
ADH5	5.35E-05	0.857782176	0.378118971	0.000283724	-0.000675809	0.000782861	up
YGL085W	5.36E-05	0.719524226	0.339215735	0.000141028	-0.000308927	0.000416119	up
CLB6	5.42E-05	0.920682002	0.394907102	0.00051746	-0.001275994	0.001384353	up
YNR061C	5.43E-05	0.82435947	0.370296657	0.000232244	-0.000542686	0.000651316	up
